Limestone,
X,Y
12.409532215357457,24.939148073022313
13.909973521624009,22.261663286004058
13.380406001765225,2.728194726166329
14.527802294792584,1.0243407707910706
14.616063548102384,-2.444219066937123
15.167696381288613,-3.4787018255578133
15.322153574580758,-2.7484787018255545
17.70520741394528,-3.7221095334685614
19.602824360105913,-4.2697768762677555
19.911738746690204,-2.444219066937123
20.838481906443064,-3.904665314401626
7.202118270079437,12.099391480730223
8.481906443071493,12.038539553752535
7.157987643424539,7.109533468559832
7.753751103265669,-1.1054766734279937
7.66548984995587,-2.687626774847878
7.290379523389232,-3.4787018255578133
7.709620476610768,-6.095334685598381
8.305383936451898,-5.304259634888446
9.12180052956752,-3.6004056795131874
8.680494263018536,-0.6795131845841738
10.00441306266549,-1.1663286004056843
9.982347749338041,-3.5395537525354968
10.68843777581642,-1.2880324543610513
10.953221535745806,-2.8701825557809357
11.548984995586936,-2.8701825557809357
7.511032656663724,-0.922920892494929
7.511032656663724,-0.010141987829619836
5.525154457193294,4.188640973630832
6.231244483671668,6.8661257606490835
6.142983230361869,7.7789046653144
5.370697263901148,3.8843813387423936
5.304501323918801,3.3367139959432066
4.620476610767872,3.3367139959432066
4.1350397175639895,4.675456389452329
4.333627537511033,5.831643002028393
4.046778464254194,7.109533468559832
3.318623124448367,6.561866125760652
3.384819064430717,8.387423935091277
2.0388349514563107,6.135902636916832
1.6416593115622256,5.588235294117645
3.583406884377757,2.606490872210948
4.311562224183584,0.3549695740365024
5.2603706972639,-0.13184584178499392
5.525154457193294,0.17241379310344485
6.032656663724625,0.11156186612576136
6.253309796999117,-1.1054766734279937
6.429832303618712,-1.6531440162271878
6.429832303618712,-3.0527383367140004
6.120917917034424,-4.2697768762677555
5.723742277140337,-4.2697768762677555
5.503089143865845,-3.782961460446252
5.238305383936455,-2.5050709939148064
5.458958517210947,-2.3833671399594323
5.900264783759932,-2.3833671399594323
5.127978817299207,-1.5314401622718066
4.686672550750222,-2.8701825557809357
4.532215357458076,-2.8701825557809357
4.355692850838482,-3.0527383367140004
4.311562224183584,-3.0527383367140004
4.355692850838482,-1.227180527383375
3.759929390997355,-0.253549695740368
3.693733451015005,-1.0446247464503102
3.8923212709620483,-1.8356997971602453
3.6054721977052093,-2.2616632860040653
3.0538393645189768,-2.8701825557809357
3.0538393645189768,-2.139959432048684
3.0538393645189768,-1.470588235294123
3.031774051191528,0.05070993914807076
2.7890556045895867,-0.3752535496957421
2.3477493380406003,-0.1926977687626774
2.5242718446601966,0.3549695740365024
2.369814651368051,1.5720081135902575
2.1932921447484564,-1.470588235294123
2.5684024713150926,-2.0791075050710006
2.1712268314210057,-2.5050709939148064
1.090026478375993,-0.5578093306288068
-1.7343336275375094,-1.8356997971602453
-2.418358340688437,-0.6795131845841738
-2.947925860547219,-0.13184584178499392
-2.7493380406001773,0.841784989858013
-2.550750220653132,0.7809330628803224
-2.285966460723742,2.1196754563894515
-1.9329214474845546,1.632860040567948
-1.9770520741394524,0.6592292089249483
-1.9549867608120035,-0.253549695740368
-1.1827007943512786,0.6592292089249483
-1.6240070609002633,2.1196754563894515
-1.2268314210061781,-0.6795131845841738
-0.7193292144748451,-0.253549695740368
-0.8075904677846406,-1.2880324543610513
-0.30008826125330934,-0.253549695740368
0.16328331862312417,0.6592292089249483
-0.8958517210944397,1.3894523326571928
-0.32215357458076,2.302231237322516
0.538393645189764,2.1196754563894515
0.008826125330980261,2.2413793103448256
1.1562224183583414,3.275862068965516
0.714916151809355,3.519269776876264
0.84730803177405,4.249492900608523
1.2886142983230364,3.580121703853955
1.5313327449249776,3.154158215010142
1.6637246248896727,3.945233265720084
1.2665489849955893,1.4503042596348834
1.200353045013241,0.415821501014193
1.5533980582524283,0.17241379310344485
1.7961165048543677,0.415821501014193
1.2886142983230364,-1.4097363083164325
0.4721977052074138,-1.4097363083164325
0.5163283318623133,-0.3752535496957421
0.030891438658429138,-0.8620689655172455
-0.4986760812003528,-0.922920892494929
-0.32215357458076,-1.1054766734279937
-0.07943512797881702,-1.227180527383375
0.11915269196822642,-0.07099391480730333
-0.18976169461606318,0.5983772819472577
-0.5428067078552523,0.3549695740365024
0.714916151809355,-0.3144016227180515
0.9355692850838491,-0.07099391480730333
0.7811120917917034,0.7809330628803224
0.670785525154459,1.2677484787018258
1.2444836716681387,0.96348884381338
1.5533980582524283,0.17241379310344485
1.6637246248896727,-0.7403651115618644
1.972639011473964,-1.348884381338742
1.75198587819947,-1.7139959432048641
1.6857899382171233,-1.7139959432048641
2.2374227714033523,-0.4361054766734327
2.744924977934689,-0.922920892494929
3.318623124448367,-1.470588235294123
2.6566637246248916,-1.227180527383375
2.3477493380406003,-1.470588235294123
3.009708737864079,-1.6531440162271878
3.627537511032658,-1.7748478701825547
4.002647837599296,-1.5314401622718066
3.4730803177405125,-0.8620689655172455
2.9876434245366266,-0.7403651115618644
2.4139452780229487,-0.6186612576064974
1.994704324801413,-0.4361054766734327
1.7961165048543677,0.5983772819472577
1.5754633715798754,1.0851926977687611
1.0238305383936463,1.8762677484787034
0.9576345984112979,2.058823529411761
0.9576345984112979,1.6937119675456387
0.7811120917917034,0.4766734279918836
0.5825242718446617,1.632860040567948
0.22947925860547258,1.4503042596348834
-0.057369814651368145,1.2068965517241352
-0.12356575463371477,0.6592292089249483
0.5604589585172111,0.6592292089249483
-0.12356575463371477,-0.07099391480730333
-0.32215357458076,-0.07099391480730333
-0.741394527802294,-0.07099391480730333
-1.2268314210061781,-0.07099391480730333
-1.778464254192409,-0.13184584178499392
-1.910856134157104,-0.1926977687626774
-1.248896734333627,-0.8620689655172455
-1.0723742277140325,-0.801217038539555
-1.6681376875551628,-1.1663286004056843
-1.8667255075022062,-0.7403651115618644
-2.02118270079435,-0.3752535496957421
-2.043248014121801,-0.3144016227180515
-2.175639894086496,0.11156186612576136
-2.263901147396293,0.6592292089249483
-2.0873786407766985,1.4503042596348834
-1.3371579876434243,0.96348884381338
-1.2047661076787293,0.05070993914807076
-1.6019417475728162,1.2068965517241352
-1.646072374227714,0.3549695740365024
-0.9399823477493374,0.11156186612576136
-0.6090026478375989,0.9026369168356965
-0.9620476610767863,0.841784989858013
-1.2047661076787293,0.7809330628803224
-0.6090026478375989,-0.13184584178499392
0.052956751985878014,0.29411764705882604
0.40600176522506537,0.415821501014193
0.38393645189761827,0.11156186612576136
0.40600176522506537,-0.8620689655172455
1.2665489849955893,-1.1054766734279937
1.5092674315975287,-1.1054766734279937
0.7590467784642563,-0.8620689655172455
0.7811120917917034,-0.6795131845841738
1.3989408649602826,-0.4969574036511162
1.0458958517210952,0.23326572008113544
0.8693733451015007,1.0243407707910706
0.9796999117387486,1.7545638945233293
1.0458958517210952,0.7200811359026389
0.40600176522506537,1.511156186612574
-0.30008826125330934,1.4503042596348834
-0.5869373345101483,1.2068965517241352
-0.2559576345984098,0.3549695740365024
-0.5207413945278017,0.841784989858013
-0.8737864077669908,0.9026369168356965
0.008826125330980261,1.0243407707910706
1.3989408649602826,1.0243407707910706
1.884377758164165,0.5375253549695742
2.3256840247131514,-0.010141987829619836
2.8111209179170356,0.11156186612576136
2.1712268314210057,0.4766734279918836
1.8181818181818183,-0.13184584178499392
1.707855251544574,-0.8620689655172455
1.1341571050308907,-1.1054766734279937
1.0238305383936463,-0.6795131845841738
1.6195939982347767,-0.4361054766734327
2.259488084730803,-0.7403651115618644
2.7228596646072365,-1.1054766734279937
3.0759046778464256,-1.227180527383375
3.1200353045013234,-1.227180527383375
2.7890556045895867,-2.01825557809331
3.671668137687556,-1.7748478701825547
3.8481906443071505,-1.7748478701825547
3.8702559576345994,-1.2880324543610513
3.649602824360107,-1.2880324543610513
3.274492497793469,-1.6531440162271878
4.20123565754634,-1.5314401622718066
4.576345984112974,-1.8356997971602453
4.863195057369817,-2.3225152129817417
5.127978817299207,-2.3833671399594323
5.017652250661962,-2.139959432048684
4.3998234774933795,-1.470588235294123
3.8261253309797016,-0.6795131845841738
2.5904677846425432,-0.6186612576064974
2.127096204766108,-0.922920892494929
1.9285083848190663,-0.8620689655172455
1.5533980582524283,-0.5578093306288068
0.9135039717563984,0.05070993914807076
0.16328331862312417,0.4766734279918836
-0.4104148278905555,0.6592292089249483
-1.1385701676963809,0.4766734279918836
-1.6681376875551628,0.841784989858013
-2.043248014121801,1.0851926977687611
-1.8446601941747556,-0.010141987829619836
-1.646072374227714,-0.1926977687626774
-1.3592233009708732,-0.5578093306288068
-1.3150926743159754,-0.07099391480730333
-1.4474845542806705,-0.010141987829619836
-1.4474845542806705,-0.253549695740368
-1.270962047661076,-0.253549695740368
-0.5428067078552523,-0.4361054766734327
-0.12356575463371477,-0.4361054766734327
0.31774051191527164,-0.4969574036511162
0.40600176522506537,-0.4361054766734327
-0.8075904677846406,-0.6186612576064974
-1.1385701676963809,-0.4361054766734327
-0.4104148278905555,-0.4361054766734327
0.38393645189761827,-0.3752535496957421
0.84730803177405,-0.253549695740368
0.8914386584289513,-0.1926977687626774
1.200353045013241,-0.13184584178499392
1.6857899382171233,-0.3144016227180515
2.369814651368051,-0.6795131845841738
2.391879964695498,-0.8620689655172455
1.6637246248896727,-1.0446247464503102
0.9135039717563984,-0.801217038539555
-0.43248014121800615,0.23326572008113544
-0.32215357458076,0.23326572008113544
1.0679611650485423,-0.1926977687626774
1.884377758164165,-0.5578093306288068
2.3036187113857043,-0.7403651115618644
1.4872021182700816,0.23326572008113544
1.222418358340688,0.29411764705882604
0.38393645189761827,0.96348884381338
-0.27802294792586046,0.7809330628803224
-0.8075904677846406,0.6592292089249483
-1.778464254192409,0.415821501014193
-1.5357458075904677,0.415821501014193
-0.8737864077669908,0.11156186612576136
-1.6019417475728162,0.7809330628803224
-1.6019417475728162,0.7809330628803224
-1.9770520741394524,0.415821501014193
-2.043248014121801,0.3549695740365024
-2.153574580759047,0.3549695740365024
-2.2197705207413936,0.3549695740365024
-2.440423654015886,0.3549695740365024
-2.462488967343335,0.05070993914807076
-2.418358340688437,-0.010141987829619836
-2.2418358340688425,-0.1926977687626774
-2.1315092674315963,-0.4969574036511162
-1.9770520741394524,-0.6186612576064974
-1.778464254192409,-0.4969574036511162
-2.2418358340688425,0.17241379310344485
-2.396293027360988,0.23326572008113544
-2.5066195939982343,-0.07099391480730333
-2.572815533980581,0.23326572008113544
-2.418358340688437,0.7200811359026389
-2.308031774051191,0.96348884381338
-2.285966460723742,1.2068965517241352
-2.462488967343335,1.3286004056795164
-2.263901147396293,1.3286004056795164
-2.1094439541041474,1.7545638945233293
-1.9991173874669013,1.8154158215010128
-1.910856134157104,1.2677484787018258
-1.778464254192409,1.3286004056795164
-1.6902030008826117,1.5720081135902575
-1.381288614298322,1.1460446247464517
-1.1606354810238297,1.1460446247464517
-0.984112974404237,1.1460446247464517
-0.8296557811120913,1.2068965517241352
-0.6090026478375989,1.4503042596348834
-0.5869373345101483,1.5720081135902575
-0.3883495145631066,1.5720081135902575
-0.2559576345984098,1.5720081135902575
-0.057369814651368145,1.7545638945233293
0.07502206531332867,1.7545638945233293
0.25154457193292146,1.7545638945233293
0.3618711385701676,1.8762677484787034
0.5604589585172111,2.484787018255574
0.714916151809355,2.5456389452332644
0.84730803177405,2.5456389452332644
0.9576345984112979,2.423935091277883
1.1120917917034436,2.363083164300207
1.1341571050308907,2.423935091277883
1.200353045013241,2.6673427991886385
1.0238305383936463,2.728194726166329
0.9796999117387486,2.728194726166329
0.9796999117387486,3.0324543610547607
0.9796999117387486,3.2150101419878254
1.1120917917034436,3.154158215010142
1.2444836716681387,1.632860040567948
1.465136804942631,1.5720081135902575
1.1782877316857903,0.29411764705882604
1.0679611650485423,-0.4969574036511162
1.1562224183583414,-1.0446247464503102
1.354810238305383,-1.0446247464503102
1.75198587819947,-1.1663286004056843
1.972639011473964,-1.348884381338742
1.994704324801413,-1.8356997971602453
2.1712268314210057,-1.8356997971602453
2.3036187113857043,-1.8356997971602453
2.502206531332746,-1.7748478701825547
2.744924977934689,-1.5314401622718066
2.899382171226831,-1.470588235294123
2.9655781112091812,-1.348884381338742
3.1200353045013234,-1.0446247464503102
3.296557811120918,-0.7403651115618644
3.318623124448367,-0.6795131845841738
3.0979699911738745,-0.3752535496957421
3.009708737864079,-0.07099391480730333
2.634598411297441,-0.010141987829619836
2.4580759046778446,0.29411764705882604
2.1932921447484564,0.11156186612576136
2.08296557811121,0.23326572008113544
1.972639011473964,0.29411764705882604
1.6857899382171233,0.29411764705882604
1.1120917917034436,0.5375253549695742
1.0238305383936463,0.9026369168356965
0.9355692850838491,1.2677484787018258
0.7590467784642563,1.8154158215010128
0.5825242718446617,1.632860040567948
0.40600176522506537,1.7545638945233293
0.27360988526037033,1.937119675456394
-0.12356575463371477,1.937119675456394
-0.5648720211827012,1.5720081135902575
-0.8737864077669908,1.0851926977687611
-1.248896734333627,0.5983772819472577
-1.6019417475728162,-0.010141987829619836
-1.646072374227714,-0.4969574036511162
-1.5578111209179166,-0.8620689655172455
-1.4254192409532216,-0.8620689655172455
-1.248896734333627,-0.922920892494929
-1.0061782877316858,-0.9837728194726196
-0.5428067078552523,-0.922920892494929
-0.36628420123565597,-0.801217038539555
0.25154457193292146,-0.801217038539555
0.49426301853486265,-0.7403651115618644
0.5825242718446617,-0.7403651115618644
0.8252427184466029,-0.7403651115618644
0.9355692850838491,-0.801217038539555
1.090026478375993,-1.1663286004056843
1.1782877316857903,-1.1663286004056843
1.6416593115622256,-1.1663286004056843
2.127096204766108,-1.470588235294123
2.3256840247131514,-1.4097363083164325
2.7007943512797876,-1.470588235294123
2.4801412180052953,-1.4097363083164325
2.4360105913503975,-1.0446247464503102
2.4801412180052953,-0.6795131845841738
2.6125330979699903,-0.3144016227180515
2.8111209179170356,-0.010141987829619836
2.8111209179170356,0.23326572008113544
2.634598411297441,0.415821501014193
2.4360105913503975,0.5983772819472577
2.2815533980582536,0.7809330628803224
2.127096204766108,0.7809330628803224
1.840247131509269,0.9026369168356965
1.6195939982347767,1.0851926977687611
1.465136804942631,1.2068965517241352
1.3106796116504853,1.3894523326571928
1.5313327449249776,0.9026369168356965
0.8252427184466029,0.841784989858013
0.3618711385701676,2.058823529411761
0.714916151809355,1.3286004056795164
0.538393645189764,0.5983772819472577
0.49426301853486265,0.23326572008113544
0.5604589585172111,0.05070993914807076
0.030891438658429138,-0.801217038539555
-0.14563106796116365,-0.253549695740368
-0.47661076787290213,-0.4969574036511162
-0.8737864077669908,-0.8620689655172455
-0.9399823477493374,-0.801217038539555
-1.1606354810238297,-0.6795131845841738
