Sandstone,
-2.110286320254506,-0.15330188679245182
-1.871686108165429,0.3419811320754711
-1.5535524920466592,0.5896226415094326
-1.0498409331919412,0.7547169811320771
-0.7317073170731696,0.7547169811320771
-0.7051961823966053,0.7547169811320771
-0.4400848356309641,1.084905660377359
-0.4665959703075284,-0.9787735849056602
1.3361611876988349,-0.48349056603773377
1.7073170731707332,-0.6485849056603783
2.13149522799576,-0.48349056603773377
2.661717921527041,-0.15330188679245182
2.8207847295864266,-0.07075471698112779
3.4040296924708375,-0.15330188679245182
3.907741251325559,-0.2358490566037723
4.30540827147402,0.011792452830189148
4.146341463414634,0.3419811320754711
2.7942735949098623,1.1674528301886795
2.211028632025453,0.672169811320753
1.4952279957582206,-0.07075471698112779
1.097560975609758,-0.15330188679245182
0.7264050901378596,-0.48349056603773377
0.27571580063626655,-0.07075471698112779
-0.12195121951219434,-0.15330188679245182
-0.5461293743372213,-0.40094339622641684
-0.8112407211028625,-0.8136792452830157
-0.9437963944856822,-1.1438679245283012
-0.9703075291622483,-1.3915094339622662
-1.261930010604452,-1.2264150943396217
-0.9968186638388108,-0.5660377358490543
-0.9703075291622483,-0.15330188679245182
-1.261930010604452,0.3419811320754711
-1.871686108165429,-0.48349056603773377
-2.13679745493107,-0.8962264150943398
-2.4284199363732775,-1.0613207547169772
-2.6935312831389187,-1.2264150943396217
-2.7465535524920455,-1.804245283018865
-2.6935312831389187,-1.804245283018865
-2.189819724284199,-1.3089622641509422
-1.871686108165429,-0.3183962264150928
-1.712619300106045,0.2594339622641506
-2.0042417815482487,0.3419811320754711
-2.0572640509013773,0.3419811320754711
-1.288441145281018,0.5070754716981156
-0.5991516436903499,0.672169811320753
-0.9703075291622483,0.7547169811320771
-1.367974549310711,1.0023584905660385
-0.9968186638388108,1.084905660377359
-0.6521739130434785,0.9198113207547145
-0.4931071049840927,0.9198113207547145
0.3817603393425255,1.084905660377359
0.8589607635206793,1.0023584905660385
1.2301166489925777,0.9198113207547145
1.4156945917285277,-0.8136792452830157
1.4156945917285277,-0.8136792452830157
2.0519618239660673,-0.9787735849056602
2.529162248144223,-1.1438679245283012
2.9003181336161195,-0.8962264150943398
3.218451749734891,-0.8962264150943398
3.351007423117709,-0.6485849056603783
2.9268292682926838,-0.3183962264150928
3.1919406150583267,0.17688679245283367
3.3244962884411446,0.2594339622641506
4.172852598091199,-0.15330188679245182
4.490986214209967,-0.2358490566037723
4.225874867444327,0.3419811320754711
4.411452810180277,0.5070754716981156
4.623541887592792,1.084905660377359
4.4379639448568415,1.2500000000000036
4.623541887592792,-0.2358490566037723
5.180275715800638,-0.6485849056603783
5.259809119830331,-1.5566037735849036
5.074231177094381,-0.3183962264150928
4.7030752916224845,0.42452830188679513
3.6691410392364805,0.672169811320753
3.138918345705198,-0.15330188679245182
3.112407211028634,-1.0613207547169772
2.953340402969248,-1.6391509433962277
2.767762460233298,-1.804245283018865
2.661717921527041,-1.804245283018865
2.211028632025453,-1.8867924528301891
1.9724284199363744,-1.8867924528301891
1.0710498409331919,-1.2264150943396217
0.037115588547191436,-0.8136792452830157
-0.9703075291622483,-0.15330188679245182
-0.7582184517497339,-0.48349056603773377
-0.6256627783669142,-1.0613207547169772
-0.17497348886532293,-1.0613207547169772
0.5408271474019095,-1.0613207547169772
1.1505832449628848,-1.1438679245283012
1.6012725344644743,-0.7311320754716988
2.3966065747613996,-0.3183962264150928
2.7942735949098623,0.3419811320754711
2.9798515376458123,0.8372641509433976
3.351007423117709,0.5070754716981156
3.722163308589609,0.5070754716981156
4.30540827147402,0.3419811320754711
3.8547189819724306,1.2500000000000036
3.5896076352067876,1.497641509433965
3.3244962884411446,1.992924528301888
3.006362672322373,2.240566037735853
2.661717921527041,2.240566037735853
2.343584305408273,1.2500000000000036
2.3966065747613996,-0.7311320754716988
2.767762460233298,-0.8962264150943398
3.085896076352066,-0.8962264150943398
3.5630965005302233,-0.40094339622641684
3.457051961823966,-1.5566037735849036
3.457051961823966,-1.9693396226415096
3.430540827147402,-2.216981132075471
2.847295864262991,-2.0518867924528266
2.6086956521739157,-2.2995283018867916
2.290562036055146,-2.2995283018867916
1.6012725344644743,-1.3915094339622662
1.4952279957582206,-1.1438679245283012
1.2036055143160116,-1.2264150943396217
1.018027571580065,-1.1438679245283012
0.9119830328738079,-1.0613207547169772
0.6733828207847292,-1.0613207547169772
0.4878048780487827,-1.1438679245283012
0.43478260869565233,-1.1438679245283012
-0.28101802757157834,-1.1438679245283012
-0.4135737009543998,-1.1438679245283012
-0.5991516436903499,-1.3089622641509422
-0.7582184517497339,-1.4740566037735832
-0.7847295864262982,-1.4740566037735832
-1.1558854718981966,-1.5566037735849036
-1.4475079533404038,-1.5566037735849036
-1.6065747613997878,-1.6391509433962277
-2.4019088016967114,-1.3089622641509422
-2.5079533404029686,-1.3089622641509422
-2.9321314952279955,-0.9787735849056602
-2.9851537645811224,-1.5566037735849036
-2.9851537645811224,-1.6391509433962277
-2.720042417815481,-1.804245283018865
-2.6935312831389187,-1.7216981132075482
-2.8260869565217384,-0.2358490566037723
-2.799575821845174,0.17688679245283367
-2.534464475079533,0.42452830188679513
-2.1633085896076345,0.5896226415094326
-1.8981972428419933,0.672169811320753
-1.712619300106045,0.7547169811320771
-1.6595970307529146,0.7547169811320771
-0.7847295864262982,1.1674528301886795
-0.8377518557794268,1.3325471698113205
-1.1823966065747609,1.0023584905660385
-1.102863202545068,1.084905660377359
-0.17497348886532293,-0.40094339622641684
0.11664899257688432,0.011792452830189148
0.3287380699893969,0.09433962264150964
0.7264050901378596,0.3419811320754711
1.4422057264050903,0.2594339622641506
1.6808059384941672,0.2594339622641506
1.8928950159066833,0.2594339622641506
2.370095440084837,-0.48349056603773377
3.006362672322373,-0.15330188679245182
3.2449628844114518,0.011792452830189148
3.536585365853659,-0.8136792452830157
3.536585365853659,-1.1438679245283012
3.6691410392364805,-1.7216981132075482
3.7486744432661734,-1.3915094339622662
3.9342523860021235,-0.6485849056603783
4.040296924708377,-0.2358490566037723
4.066808059384941,0.2594339622641506
3.8282078472958663,0.672169811320753
3.4835630965005304,0.9198113207547145
2.8207847295864266,1.0023584905660385
2.502651113467657,0.5896226415094326
2.13149522799576,0.3419811320754711
1.8928950159066833,0.3419811320754711
1.6808059384941672,0.3419811320754711
1.3361611876988349,0.2594339622641506
0.991516436903499,0.09433962264150964
0.3022269353128326,0.011792452830189148
-0.8112407211028625,-0.48349056603773377
-1.102863202545068,-0.8962264150943398
-1.527041357370095,-1.1438679245283012
-1.8451749734888647,-1.1438679245283012
-2.3488865323435846,-1.1438679245283012
-2.6139978791092258,-1.3089622641509422
-2.6935312831389187,-0.5660377358490543
-2.2693531283138917,-0.07075471698112779
-2.030752916224815,-0.8136792452830157
-1.5800636267232235,-0.48349056603773377
-1.3414634146341449,-0.07075471698112779
-1.1823966065747609,-0.3183962264150928
-0.9968186638388108,-0.2358490566037723
-0.5726405090137856,0.5070754716981156
-0.4135737009543998,0.672169811320753
-0.2545068928950158,0.7547169811320771
0.35524920466595944,0.7547169811320771
0.5143160127253452,0.9198113207547145
0.7264050901378596,1.084905660377359
1.097560975609758,1.1674528301886795
1.2831389183457045,1.3325471698113205
1.5482502651113474,1.415094339622641
1.8133616118769904,1.415094339622641
2.0519618239660673,1.415094339622641
2.3170731707317067,1.415094339622641
2.502651113467657,1.497641509433965
2.688229056203605,1.580188679245282
2.9798515376458123,1.6627358490566024
3.351007423117709,1.6627358490566024
3.9872746553552485,1.084905660377359
4.172852598091199,1.0023584905660385
4.464475079533406,0.672169811320753
4.30540827147402,0.09433962264150964
4.597030752916224,0.2594339622641506
4.994697773064688,-0.2358490566037723
5.180275715800638,-0.7311320754716988
5.312831389183456,-1.0613207547169772
5.445387062566278,-1.4740566037735832
5.498409331919406,-1.4740566037735832
5.418875927889717,-0.7311320754716988
5.392364793213149,-0.5660377358490543
5.233297985153767,0.17688679245283367
5.074231177094381,0.5896226415094326
4.862142099681867,0.672169811320753
4.623541887592792,0.5896226415094326
4.199363732767763,0.672169811320753
3.7486744432661734,0.9198113207547145
3.377518557794277,0.7547169811320771
3.085896076352066,0.09433962264150964
2.7147401908801694,-0.15330188679245182
2.4231177094379657,-0.3183962264150928
2.07847295864263,-0.3183962264150928
1.7338282078472975,-0.3183962264150928
1.1240721102863205,-0.40094339622641684
0.7794273594909882,-0.5660377358490543
0.3022269353128326,-0.5660377358490543
-0.04241781548250145,-0.5660377358490543
-0.4931071049840927,-0.6485849056603783
-0.8642629904559911,-0.7311320754716988
-1.0763520678685037,-0.8136792452830157
-1.3944856839872735,-1.0613207547169772
-1.7391304347826075,-1.1438679245283012
-2.295864262990456,-1.1438679245283012
-2.534464475079533,-1.2264150943396217
-2.7465535524920455,-1.3915094339622662
-2.7730646871686098,-1.7216981132075482
-2.8260869565217384,-1.8867924528301891
-2.8260869565217384,-1.9693396226415096
-2.8525980911983027,-0.8136792452830157
-2.8525980911983027,-0.3183962264150928
-2.8525980911983027,-0.2358490566037723
-2.9321314952279955,-0.7311320754716988
-1.9247083775185558,-0.40094339622641684
-1.712619300106045,-0.2358490566037723
-1.367974549310711,0.17688679245283367
-0.6521739130434785,0.17688679245283367
-0.06892895015906575,0.17688679245283367
0.35524920466595944,0.17688679245283367
0.832449628844115,0.09433962264150964
1.097560975609758,0.09433962264150964
1.3096500530222706,0.09433962264150964
1.5747613997879117,0.2594339622641506
1.8928950159066833,0.2594339622641506
2.4231177094379657,-0.3183962264150928
2.6352067868504783,-0.3183962264150928
3.138918345705198,-0.15330188679245182
3.457051961823966,0.17688679245283367
3.7486744432661734,0.3419811320754711
4.278897136797456,0.3419811320754711
4.490986214209967,0.3419811320754711
4.7030752916224845,0.2594339622641506
5.0212089077412525,-0.15330188679245182
5.074231177094381,-0.3183962264150928
4.331919406150584,0.5070754716981156
3.8282078472958663,1.497641509433965
3.2449628844114518,1.415094339622641
2.9268292682926838,1.0023584905660385
2.688229056203605,0.2594339622641506
2.5556733828207854,0.09433962264150964
2.290562036055146,0.011792452830189148
1.998939554612937,0.011792452830189148
1.8928950159066833,0.011792452830189148
1.6277836691410403,0.09433962264150964
1.4156945917285277,0.17688679245283367
1.256627783669142,0.3419811320754711
0.991516436903499,0.3419811320754711
0.4878048780487827,0.011792452830189148
-0.14846235418875864,-0.3183962264150928
-0.5991516436903499,-0.5660377358490543
-0.9703075291622483,-0.9787735849056602
-1.4740190880169664,-1.3915094339622662
-1.7656415694591718,-1.4740566037735832
-2.110286320254506,-1.4740566037735832
-2.295864262990456,-0.7311320754716988
-1.871686108165429,0.5070754716981156
-0.9968186638388108,0.5070754716981156
-0.3870625662778373,0.8372641509433976
0.14316012725344684,1.084905660377359
0.5408271474019095,1.084905660377359
0.7264050901378596,1.2500000000000036
1.3096500530222706,1.2500000000000036
1.5217391304347814,1.2500000000000036
1.76033934252386,1.3325471698113205
2.07847295864263,1.3325471698113205
2.025450689289503,0.5070754716981156
1.8133616118769904,0.42452830188679513
2.502651113467657,0.5070754716981156
2.767762460233298,0.7547169811320771
2.873806998939555,0.9198113207547145
3.2449628844114518,0.9198113207547145
3.695652173913045,0.9198113207547145
3.8812301166489913,0.9198113207547145
4.278897136797456,0.9198113207547145
4.490986214209967,0.7547169811320771
4.7030752916224845,0.09433962264150964
5.0212089077412525,-0.07075471698112779
5.365853658536585,-0.40094339622641684
5.471898197242842,-0.8136792452830157
5.365853658536585,-1.5566037735849036
5.153764581124074,-0.5660377358490543
4.968186638388124,0.011792452830189148
4.358430540827149,0.5070754716981156
3.8812301166489913,0.5070754716981156
3.430540827147402,0.17688679245283367
3.165429480381759,0.09433962264150964
2.9268292682926838,0.5070754716981156
2.767762460233298,1.0023584905660385
2.4761399787910925,-0.15330188679245182
2.07847295864263,-0.3183962264150928
1.919406150583244,0.2594339622641506
1.6808059384941672,-0.40094339622641684
1.5217391304347814,-0.8136792452830157
1.2036055143160116,0.3419811320754711
0.8589607635206793,0.011792452830189148
0.6733828207847292,-0.2358490566037723
0.5143160127253452,0.09433962264150964
0.35524920466595944,0.9198113207547145
-0.14846235418875864,-0.07075471698112779
-0.4665959703075284,-0.2358490566037723
-0.6256627783669142,0.17688679245283367
-0.8377518557794268,-0.07075471698112779
-0.9703075291622483,-0.6485849056603783
-1.1293743372216323,-0.8136792452830157
-1.3149522799575823,-0.15330188679245182
-1.712619300106045,-0.9787735849056602
-1.951219512195122,-1.0613207547169772
-2.2428419936373274,-1.0613207547169772
-2.3488865323435846,-1.2264150943396217
-2.0837751855779416,-1.5566037735849036
-2.2693531283138917,-1.7216981132075482
-2.0572640509013773,-1.2264150943396217
-1.9247083775185558,-0.8136792452830157
-1.5005302226935306,0.17688679245283367
-1.2354188759278895,0.5070754716981156
-1.023329798515375,-0.40094339622641684
-0.7582184517497339,-0.40094339622641684
0.06362672322375396,0.3419811320754711
0.19618239660657544,0.5070754716981156
0.6468716861081667,0.011792452830189148
0.8854718981972418,0.011792452830189148
1.0710498409331919,0.09433962264150964
1.4156945917285277,0.09433962264150964
1.7073170731707332,0.17688679245283367
2.184517497348887,0.5070754716981156
2.502651113467657,0.5896226415094326
2.953340402969248,0.7547169811320771
3.5630965005302233,-0.07075471698112779
3.7486744432661734,-0.15330188679245182
3.9342523860021235,0.17688679245283367
3.6691410392364805,0.5896226415094326
3.5100742311770947,0.5896226415094326
3.0593849416755052,0.17688679245283367
2.661717921527041,-0.2358490566037723
2.025450689289503,0.17688679245283367
1.6542948038176046,0.42452830188679513
1.3891834570519617,-0.48349056603773377
1.1240721102863205,-0.7311320754716988
0.8589607635206793,-0.5660377358490543
0.11664899257688432,0.011792452830189148
-0.3075291622481444,-0.5660377358490543
-0.5461293743372213,-0.7311320754716988
-1.0498409331919412,-0.5660377358490543
-1.3944856839872735,-0.7311320754716988
-1.7391304347826075,-0.8962264150943398
-1.951219512195122,-1.0613207547169772
-2.189819724284199,-1.1438679245283012
-2.4284199363732775,-1.1438679245283012
-2.6139978791092258,-1.0613207547169772
-2.4814422057264043,0.3419811320754711
-2.13679745493107,0.672169811320753
-1.8186638388123004,0.672169811320753
-1.4740190880169664,0.5896226415094326
-1.288441145281018,0.5896226415094326
-0.8377518557794268,-0.07075471698112779
-0.5991516436903499,0.09433962264150964
-0.3075291622481444,0.42452830188679513
-0.09544008483563005,0.5070754716981156
0.5408271474019095,0.011792452830189148
0.7529162248144221,0.09433962264150964
1.2036055143160116,0.5896226415094326
1.4687168610816546,0.7547169811320771
1.919406150583244,0.7547169811320771
2.07847295864263,0.7547169811320771
2.343584305408273,0.9198113207547145
2.5556733828207854,0.9198113207547145
